GPSREC_KID,GPSREC_SIM,GPSREC_LAT,GPSREC_LONG,GPSREC_DATEÿÿ1,GPSREC_TIME,GPSREC_SPEED,GPSREC_DEVICEID,GPSREC_IMEINO,GPSREC_NOOFSATTELITE,GPSREC_COURSE,GPSREC_GPSGSMMODE,GPSREC_CHARGEPER,GPSREC_SIGNALSTRENGTH,GPSREC_MCC,GPSREC_MNC,GPSREC_LAC,GPSREC_CI,GPSREC_DISTANCE,GPSREC_MARKPTID,GPSREC_ALLOTEEID,GPSREC_TRACKROUTEID,GPSREC_TRIPID,GPSREC_ACTIVEYN,GPSREC_DEVICEMODE
1438109,2147483647,23.216755,77.396675,26-12-2019,18.14.16,0,264,8.65691E+14,8,172,1,88,16,404,93,1772,6043,0,0,264,1,1,Y,1
1437988,2147483647,23.216755,77.396675,26-12-2019,18.13.12,1.67,264,8.65691E+14,7,124,1,87,17,404,93,1772,6043,0.00789,0,264,1,1,Y,1
1437983,2147483647,23.216812,77.396721,26-12-2019,18.12.04,0,264,8.65691E+14,7,52,1,88,15,404,93,1772,6043,0,0,264,1,1,Y,1
1437870,2147483647,23.216812,77.396721,26-12-2019,18.11.00,0,264,8.65691E+14,7,52,1,90,16,404,93,1772,6043,0.006737,0,264,1,1,Y,1
1452232,2147483647,23.216818,77.396751,26-12-2019,22.43.00,0,264,8.65691E+14,4,310,1,35,13,404,93,1772,6043,0.014838,0,264,1,1,Y,1
1455872,2147483647,23.216663,77.396652,26-12-2019,23.52.09,2.04,264,8.65691E+14,6,221,1,31,14,404,93,1772,6043,0.03344,0,264,1,1,Y,1
1452575,2147483647,23.216631,77.396713,26-12-2019,22.50.45,0,264,8.65691E+14,4,111,1,35,13,404,93,1772,6043,0.0254,0,264,1,1,Y,1
1452572,2147483647,23.216764,77.396721,26-12-2019,22.49.39,0,264,8.65691E+14,4,57,1,35,13,404,93,1772,6043,0.013096,0,264,1,1,Y,1
1452463,2147483647,23.216846,77.396629,26-12-2019,22.48.34,1.59,264,8.65691E+14,5,149,1,33,13,404,93,1772,6043,0.01177,0,264,1,1,Y,1
1452462,2147483647,23.216785,77.396713,26-12-2019,22.46.34,0,264,8.65691E+14,5,220,1,35,13,404,93,1772,6043,0.008095,0,264,1,1,Y,1
1452234,2147483647,23.216852,77.396744,26-12-2019,22.44.08,1.93,264,8.65691E+14,4,191,1,33,13,404,93,1772,6043,0.01582,0,264,1,1,Y,1
1456257,2147483647,23.21669,77.396675,26-12-2019,0.00.32,0.2,264,8.65691E+14,4,3,1,31,14,404,93,1772,6043,0.003813,0,264,1,1,Y,1
1452111,2147483647,23.216825,77.396896,26-12-2019,22.41.55,2.26,264,8.65691E+14,5,210,1,36,13,404,93,1772,6043,0.030723,0,264,1,1,Y,1
1452109,2147483647,23.216904,77.397034,26-12-2019,22.40.46,0,264,8.65691E+14,5,77,1,36,13,404,93,1772,6043,0.046474,0,264,1,1,Y,1
1451268,2147483647,23.216782,77.396599,26-12-2019,22.24.34,1.56,264,8.65691E+14,4,214,1,37,13,404,93,1772,6043,0.021235,0,264,1,1,Y,1
1451267,2147483647,23.216787,77.396622,26-12-2019,22.25.51,0,264,8.65691E+14,4,106,1,33,13,404,93,1772,6043,0.020316,0,264,1,1,Y,1
1449569,2147483647,23.216633,77.396729,26-12-2019,21.53.58,0,264,8.65691E+14,5,298,1,42,13,404,93,1772,6043,0.013088,0,264,1,1,Y,1
1452687,2147483647,23.216892,77.396805,26-12-2019,22.51.52,3.61,264,8.65691E+14,5,78,1,35,13,404,93,1772,6043,0.030505,0,264,1,1,Y,1
